,tweet
289,"['punch', 'real', 'night', 'face', 'hussi', 'night', 'go', 'punch', 'right', 'back', 'strong', 'must', 'shake']"
290,"['hussi', 'still', 'fresh', 'someth', 'stand', 'girl', 'say']"
291,"['as', 'slap', 'one', 'greatest', 'thing', 'hata', 'smirking_fac', 'slap', 'girl', 'as', 'got', 'mad', 'get', 'hussi', 'week']"
292,"['yeah', 'texan', 'much', 'better', 'fuck', 'retard', 'see', 'mad', 'thi']"
293,"['nd', 'utf', 'dark', 'birch', 'blond', 'plea', 'sever', 'seat', 'he', 'look', 'like', 'black', 'mile']"
294,"['lane', 'birch', 'need', 'stay', 'smiling_face_with_sunglass', 'left', 'n', 'get', 'right', 'fuck', 'gutta', 'face', 'loudly_crying_fac', 'person_tipping_hand', 'face_blowing_a_kiss']"
295,"['hate', 'boy', 'deni', 'birch', 'open_hand', 'weary_fac', 's']"
296,"['a', 'fig', 'still', 'say', 'eat', 'butt', '?', 'straight', 'face']"
297,"['I', 'bos', 'as', 'bitch', 'that', 'need', 'sit', 'corner']"
298,"['he', 'not']"
299,"['paul', 'think', 'bout', 'get', 'rental', 'da', 'weekend', 'sport_utility_vehicl', 'dashing_away', 'dashing_away', 'oooh', 'shit', 'birch', 'bettah', 'stay', 'da', 'street']"
300,"['birch', 'hold', 'night', 'get', 'lock', 'up', 'night', 'go', 'colleg', 'militari', 'differ', 'stori', 'sleeping_fac']"
301,"['friend', 'hate', 'me', 'hatchet', 'he']"
302,"['love', 'fuck', 'night', 'hoe']"
303,"['hot', 'meat', 'sex', 'fuck', 'scali', 'lad', 'would', 'love', 'meet', 'trainer']"
304,"['sniff', 'serv', 'scali', 'lad', 'fuck', 'yeah']"
305,"['birch', 'love', 'sofa']"
306,"['left', 'watch', '30', '40', 'second', 'expressionless_fac', 'so', 'utf', 'probe', 'retard', 's']"
307,"['name', 'cat', 'idea', '?', 'mr', 'hussi']"
308,"['woof', 'woof', 'sex', 'thu', 'boy', 'scali']"
309,"['see', 'damn', 'phone', 'ring', '?', 'persevering_fac', 'unamused_fac', 'disappointed_fac', 'marri', 'birch', 'make', 'demand', 'call']"
310,"['even', 'favorit', 'sophomor', 'think', 'funni', 'he', 'realli', 'not', 'malo', 'he', 'littl', 'he']"
311,"['10', 'sex', 'posit', 'call', 'fuck', 'soul', 'gutta', 'bitch', 'loudly_crying_fac']"
312,"['bore', 'suppos', 'cut', 'maggot', '?', 'sometim']"
313,"['one', 'man', 'trash', 'litter_in_bin_sign', 'anoth', 'man', 'treasur', 'trophi']"
314,"['got', 'type', 'bad', 'birch', 'thing', 'like', 'iongotnotyp']"
315,"['lessen', 'c', 'coach', 'want', 'me', 'feel', 'get', 'fig', 'doubt']"
316,"['god', 'teeth', 'gold', 'chain', 'white', 'birch', 'cocain']"
317,"['he', 'he', 'person_tipping_hand', 'shhhhh']"
318,"['d', 'c', 'call', 'toller', 'china', 'call', 'shot', 'across', 'america', 'known', 'he']"
319,"['I', 'go', 'miss', 'bitch', 'bu', 'driver', 'no', 'not', 'lie']"
320,"['hate', 'birch', 'tri', 'put', 'friendzon', 'bitch', 'I', 'tri', 'score', 'put', 'undon', 'fire', 'fire', 'fire', 'on', 'my', 'soul']"
321,"['ash', 'young', 'tri', 'deni', 'bird', 's', 'land', 'mouth', 'havana']"
322,"['limp', 'up', '?', '?', 'the', 'bitch', 'hut', 'll']"
323,"['take', 'ride', 'smiling_face_with_heart-ey', 'kiss_mark', 'woof', 'woof']"
324,"['oh', 'god', 'love', 'victoria', 'mitchel', 'birch', 'love']"
325,"['long', 'distanc', 'shit', 'back', 'knew', 'bitch', 'cheat', 'up', 'oh']"
326,"['right', 'smiling_face_with_heart-ey', 'princess', 'revolving_heart', 'birch', 's']"
327,"['ban', 'dat', 'hussi', 'life', 'got', 'pay', '2.5', 'million', 'dollar', 'fine']"
328,"['rose', 'red', 'violet', 'blue', 'nigger', 'black', 'know', 'true']"
329,"['sit', 'window', 'sill', 'window', 'open', 'bird', 'tri', 'fli', 'in', 'smack', 'it', '#protecttheanim']"
330,"['night', 'on', 'night', 'night', 'sound', 'fuck', 'retard']"
331,"['video', 'entir', 'medium', 'like', 'mock', 'crybabi']"
332,"['I', 'even', 'shi', 'soft', 'kikin', 'mon', 'hi', 'angeliqu', 'angeliqu', 'smile', 'lip', 'crack', 'soup']"
333,"['tim', 'below', 'got', 'cut', 'everi', 'team', 'nl', 'alreadi', 'got', 'hoe', 'starkvil', 's', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
334,"['parma', 'bitch', '#damn', '#godprotectshisangel', 'raising_hand', 'lip', 'tea']"
335,"['fuck', 'hot', 'grm', 'hussi', 'fuck', 'yeah']"
336,"['jihadi', 'patron', 'hajjaj', 'al-ami', 'arrest', 'wait', 'air']"
337,"['call', 'foreman', 'turn', 'hoe', 'on']"
338,"['could', 'never', 'by', 'll', 'dick', 'thi', 'got', 'action', 'last', 'bitch', 'oh', 'god']"
339,"['watch', 'woman', 'tri', 'argu', 'like', 'dick', 'actual', 'tuck', 'hussi', 'befor', 'hate', 'birch']"
340,"['smoke', 'weed', 'public', 'fuck', 'corp', 'man', 'want', 'do', 'you', 'run', 'come', 'retard', '?']"
341,"['twenti', 'bird', 'the', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
342,"['hussi', 'sweet', 'like', 'watermelon', 'thotermelon']"
343,"['twitter', 'trapper', 'do', 'trash', 'link']"
344,"['loud', 'birch', 'annoy', 'me']"
345,"['eventu', 'everi', 'bitch', 'turn', 'he', '#', 'true']"
346,"['swear', 'of', 'tri', 'talk', 'tomorrow', 'hussi']"
347,"['birch', 'pretend', 'of', 'crazi', 'never', 'lie']"
348,"['k', 'bye', 'he', 'up', 'bye']"
349,"['jacket', 'retard', '#blondeproblem', 'least', 'make', 'drill', 'chees']"
350,"['I', 'go', 'keep', 'give', 'hussi', 'as', 'night', 'ah', 'reason', 'hate']"
351,"['photo', 'sole', 'heaven']"
352,"['state', 'dash', 'sweat_droplet', 'saddest', 'bitch', 'evaaaa']"
353,"['side', 'bitch', 'sunday', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
354,"['fact', 'barehead', 'bitch', 'made', 'shit', 'oncoming_fist', 'oncoming_fist', 'tired_fac', 'unamused_fac', 'may', 'weary_fac', 'face_with_tears_of_joy']"
355,"['fuck', 'wit', 'u', 'weaken', 'he', 'shmurda']"
356,"['action', 'like', 'th', 'day', 'ghost', 'shook']"
357,"['I', 'break', 'll', 'bitch', 'neck', 'even', 'feel', 'sorri', 'it', 'savag']"
358,"['fuck', 'hot', '#scali', '#sneakersex', '#sockfetish', '#sniff', '#trainersex', 'love', 'king', 'salli']"
359,"['dumb', 'as', 'night', 'press', 'hoe', 'weak', 'fuck', 'fuck', 'weed', 'hoe', 'ore', 'too']"
360,"['turn', 'to', 'bitch', 'eaterrrrrrrrr']"
361,"['trust', 'den', 'hoe', 'wiki', 'told', 'must', 'stay', 'fan', 'screen', 'shot', 'soon', 'possibl', 'finn', 'come', 'china', 'shoot', 'sun']"
362,"['aye', 'I', 'go', 'trout', 'bow', 'team', 'for', 'trout', 'pas', 'the', 'two', 'retard']"
363,"['got', 'want', 'bitch', 'enjoy', 'crazi', 'pay', 'would', 'love', 'attend']"
364,"['color', 'contact', 'eye', '?', 'blunder', 'mine', 'see', 'all', 'may']"
365,"['fact', 'duke', 'hoe', 'say', 'got', 'hoe']"
366,"['I', 'red', 'sta', 'smack', 'birch', 'period', 'bluff', 'best']"
367,"['life', 'bitch', 'die', 'get', 'high', 'neve', 'know', 'go', 'go', 'sister', 'perfect']"
368,"['one', 'u', 'drug', 'still', 'wrong', 'face_with_tears_of_joy', 'hahahahahahah', 'I', 'bitch', 'sometim']"
369,"['I', 'feel', 'pretti', 'fuck', 'hetti', 's']"
370,"['swear', 'I', '#', '1', 'man', 'easili', 'easili', 'behind', 'austin', 'nip', '?']"
371,"['true', 'ride', 'die', 'bitch', 'hundred_point', 'fuck', 'hahahahah']"
372,"['h.g.well', 'charli', 'chaplain', '#histori', '#photographi']"
373,"['see', ""brunn'"", 'bitch', 'as', 'twitter', 'now', 'utf', ""brunn'"", 'see', 'drake', 'voic']"
374,"['I', 'cool', 'maggot', 'chill', 'of', 'cool', 'night']"
375,"['I', 'sure', 'bitch', 'for', 'of']"
376,"['twitter', 'sourc', 'news', 'broadcast', 'fuck', 'reward', 'bc', 'abc', 'can', 'fox', 'etc', 'keep', 'quiet']"
377,"['got', 'coupl', 'birch', 'say', 'know', 'i', 'ma', 'let', 'money', 'talk', 'smiling_face_with_sunglass', 'ok_hand', 'I', 'like', '#way']"
378,"['grudg', 'weird', 'and', 'birch']"
379,"['told', 'maria', 'cigarett', 'midday', 'also', 'call', 'trash', 'in']"
380,"['brownish', 'tonight', 'kind', '?', '?']"
381,"['text', 'back', '?', 'give', 'fuck', 'I', 'text', 'anoth', 'bitch', 'damn', 'someon', 'he', 'll']"
382,"['ummmmmm', 'okay', 'got', 'hoe', 'left', 'right', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'ah', 'than']"
383,"['use', 'y', 'my', '+', 'b', 'find', 'slope', 'as']"
384,"['fit', 'lad', 'nice', 'gear', 'scali', 'lad', 'n', 'trainer', 'would', 'get']"
385,"['hell', 'yeah', 'brow', 'fuck', 'yeah', 'sex', 'scali', 'lad', 'hot', 'gear']"
386,"['help', 'mate', 'love', 'scali', 'play', 'fuck', 'yeah']"
387,"['lad', 'lad', 'fuck', 'yeah', 'love', 'scali', 'lad', 'action', 'hot', 'trainer', 'too']"
388,"['next', 'year', 'birch', 'go', 'like', 'got', 'promis', 'expo', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'loudly_crying_fac']"
389,"['hot', 'lick', 'it', 'bitch', 'fuck', 'yeah', 'eat', 'trainer', 'did', 'pucker']"
390,"['think', 'celebr', 'hussi', 'differ', 'local', '?', 'face_with_tears_of_joy', 'yeah', 'began', 'good', 'is']"
391,"['i', 'saw', 'gumma', 'walk', 'begin', 'say', ""'"", 'now', 'trash', 'even', 'listen', 'it', ""'"", 'face_with_tears_of_joy', 'malo']"
392,"['need', 'so', 'fuck', 'yeah', 'love', 'king', 'scali', 'lad', 'w', 'rank', 'so', 'speak']"
393,"['ever', 'expo', 'femal', 'like', 'that', 'childish', 'bitch', 'night', 'shiiii']"
394,"['case', 'tri', 'new', 'thing', 'befriend', 'bitch', 'love']"
395,"['due', 'rememb', 'won', 'video', '?', 'org', 'find']"
396,"['thick', 'raw', 'fuck', 'damn', 'man', 'hussi', 'get', 'lookout']"
397,"['raw', 'my', 'sex', 'french', 'scali', 'love', 'him', '#frenchscal', 'sex', 'scali', 'woof', 'woof']"
398,"['noth', 'life', 'free', 'birch', 'need', 'write', 'a', 'parti', 'loudly_crying_fac', 'face_with_tears_of_joy']"
399,"['one', 'birch', 'want', 'burri', 'catch', 'potosino', 'hut', '?', 'hata']"
400,"['night', 'whole', 'hoe', 'cut', 'could', 'said', 'better', 'raising_hand']"
401,"['hardwar', 'way', 'eat', 'mac', 'chees', '1', 'boil', 'water', '2', 'so', 'chees', 'powder', '3', 'drink', 'boil', 'water', '4', 'fuck', 'birch']"
402,"['#yourenotmytyp', 'fade', 'perpetu', 'fresh', 'your', 'real', 'as', 'bitch', 'rite']"
403,"['annoy', 'bitch', 'love', ""judyann'"", 'pretti']"
404,"['may', 'bitch', 'got', 'hugh']"
405,"['hi', 'bitch', 'bitch', 'bye', 'bitch']"
406,"['look', 'like', 'bitch', '?']"
407,"['chase', 'money', 'money_bag', 'person_gesturing_no', 'hoe', 'people_with_bunny_ear', 'hundred_point', 'hundred_point']"
408,"['stand', 'i', 'know', 'want', 'as', 'night', 'sleeping_fac', 'bitch']"
409,"['I', 'way', 'love', '#chat', 'hot', 'sex', 'scali', 'pucker']"
410,"['newli', 'gay', 'birch', 'no', 'shit', 'work']"
411,"['bitch', 'want', 'real', 'job', 'becom', 'stripper', 'll', 'll']"
412,"['www', 'meat', 'meat', 'feel', 'i', 'inn', 'n', 'feel', 'bitch']"
413,"['want', 'snake', 'bite', 'industri', 'pierc', 'tattoo', 'dem', 'he', 'accessori', 'dear', 'eye', 'eye', 'frog_fac', 'hot_beverag']"
414,"['babi', 'albani', 'turtl']"
415,"['hoe', 'loyal']"
416,"['yassssss', 'order', 'chine', 'clapping_hand', 'bitch', 'ate', 'face', 'fat', 'fuck']"
417,"['made', 'bitch', 'lunch', 'birch', 'love', 'lunch']"
418,"['a', 'trainer', 'soon', 'bitch', 'get', 'rich', 'polit', 'power', 'view', 'chang', 'polit', 'shore']"
419,"['a', 'hussi', 'day', 'keep', 'devil', 'away']"
420,"['are', 'bitch', 'mean', '?']"
421,"['all', 'birch', 'want', 'babi', 'want', 'child']"
422,"['and', 'bitch', 'must', 'lost', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
423,"['babi', 'like', 'left', 'side', 'bitch', 'cut', 'street', 'side', 'twitter', 'said', 'real']"
424,"['be', 'sound', 'like', 'hetti', 'word', 'use', 'someth', 'el']"
425,"['matter', 'wee', 'count', 'jew', 'co', 'tuck', 'ex', '?', 'emma', 'barter', 'girl', 'I', 'fail', '?', 'I', 'move', 'on', 'stop', 'hussi', 'n', 'herself']"
426,"['bleed', 'he', 'area']"
427,"['boil', ""'"", 'band', 'wit', 'birch']"
428,"['brownish', 'brown', 'love', 'movi', 'grinning_face_with_sweat']"
429,"['but', 'need', 'bad', 'bitch', 'other', 'me', 'might', 'realis', 'shit', 'paynextdoor', 'ever', 'said', 'feel', 'everyday']"
430,"['by', 'way', 'punch', 'birch']"
431,"['caesar', 'home', 'much', 'bitch', 'look', 'like', 'let', 'u', 'sta', 'ape', 'shit', 'loudly_crying_fac', 'loudly_crying_fac']"
432,"['chine', 'maverick', 'commun', 'comrad', 'know', 'give', 'imperi', 'rank', 'birdi']"
433,"['dad', 'say', 'hi', 'snapchat', 'dad', 'victory_hand', '', 'victory_hand', '', 'duct', 'bitch', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'weary_fac', 'weary_fac']"
434,"['do', 'believ', 'hoe', 'fact', 'loyal', '?', 'i', 'disagre', 'that', 'believ', 'fact', 'loyalist', 'bunch', 'these', 'hoe']"
435,"['do', 'know', 'ugli', 'birch', 'know', 'broke', 'night']"
436,"['do', 'make', 'make', 'fall', 'live', 'night', 'like', 'meet', 'bird', '1', '2', 'favorit', 'song', 'weekend']"
437,"['do', 'worri', 'night', 'see', 'worri', 'night', 'see', ""dat'"", 'da', 'night', 'fuck', 'to', 'bitch']"
438,"['do', 'ever', 'give', 'hussi', 'away', 'keep', 'tight', 'alright', '?']"
439,"['drop', 'stick', 'bitch', 'I', 'on', 'song', 'call', 'done', 'download', 'mistak', 'here']"
440,"['dumb', 'birch', 'dumb', 'thing']"
441,"['eat', 'hussi', 'like', 'real', 'night', 'hungri']"
442,"['off', 'it', 'let', 'u', 'go', 'crippl']"
443,"['everyth', 'look', 'better', 'bitch', 'next', 'it']"
444,"['facto', 'care', 'he', 'as', 'look', 'like', 'thi', '?']"
445,"['for', 'everi', 'bad', 'bitch', 'night', 'tire', 'fuck', 'her']"
446,"['foreign', 'thick', 'lie', 'man', 'bitch', 'beauti']"
447,"['fresh', 'night', 'no', 'need', 'clean', 'bitch', 'no', 'I', 'work', 'cut', 'want', 'see', 'team', 'rich']"
448,"['fuck', '5/0', 'make', 'rule', 'suck', 'dragon', 'ball', 'bitch', 'call', 'you']"
449,"['gener', 'ascii', 'box', 'node', 'see', 'abil', 'bring', 'floppy-bird', 'node', 'via', 'ascii', 'tube', 'bird', '^', '^']"
450,"['get', 'shit', 'bitch', 'fine', 'bear']"
451,"['get', 'as', 'back', 'detroit', 'a', 'fuck', ""'"", 'bigger']"
452,"['girl', 'date', 'okay', 'mad', 'to', 'unless', 'stab', 'he', 'love', 'he']"
453,"['how', 'know', 'twitter', 'password', 'bitch', 'plea']"
454,"['have', 'seen', 'show', '?', 'seen', 'hoe', '?', 'hot', 'would', 'thick', '?']"
455,"['he', 'bitch', 'hit', 'he', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
456,"['he', 'marri', 'white', 'woman', 'lucki', 'sum-bitch', 'uncl', 'mucou']"
457,"['he', 'want', 'night', 'I', 'trional', 'save', 'account', 'weary_fac', 'face_with_tears_of_joy', 'loudly_crying_fac', 'face_with_tears_of_joy', 'loudly_crying_fac', 'org', 'emma', 'funni', 'as', 'bitch', 'man', 'real', 'shit', 'hundred_point']"
458,"['her', 'great', 'granddad', 'he', 'her', 'granddad', 'he', 'her', 'moss', 'he', 'he', 'long', 'line', 'hoe', 'grand', 'carl', 'everyon']"
459,"['hey', 'go', 'look', 'video', 'man', 'found', 'kidnap', 'girl', 'ohio', 'what', 'nigger', '#shitmybosssay']"
460,"['hey', 'hussi', 'still', 'there', '?']"
461,"['how', 'draft', 'guns-ho', 'folk', 'send', 'afghanistan', 'war', 'bone', 'show', 'their']"
462,"['how', 'other', 'it', '?', 'a', 'bitch']"
463,"['how', 'talk', 'hoe', 'bout', 'brow', 'n', 'em', 'talk', 'hoe', 'bout', 'brow', 'n', 'em']"
464,"['how', 'do', 'crazi', 'bitch', '?', 'hilari']"
465,"['i', 'know', 'shoe', 'did', 'fuck', 'whatev', 'bitch', 'call', 'like', 'negro', 'one', 'first', 'thing', 'look', 'shoe', 'dog']"
466,"['i', 'thrill', 'billi', 'with', 'hillbilli', 'he', 'hahahahaha', 'jesu', 'murphi']"
467,"['i', 'call', 'bitch']"
468,"['i', 'handl', 'liquor', 'birch', 'handl', 'need', 'chief', 'sofa']"
469,"['i', 'chase', 'duke', 'chase', 'birch', 'edgar', 'baptist']"
470,"['i', 'love', 'hoe', 'babi', 'forev']"
471,"['i', 'even', 'need', 'pictur', 'tsar', 'bitch', 'beat', 'everi', 'pictur', 'face_with_tears_of_joy', 'loudly_crying_fac', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
472,"['i', 'hoe', 'sleeping_fac']"
473,"['i', 'found', 'new', 'way', 'hug', 'open', 'mouth', 'clot', '#shitallysay']"
474,"['i', 'fuck', 'hate', 'bitch', 'much', 'want', 'smack', 'face', 'tongu', 'kiss', 'her']"
475,"['i', 'got', 'bitch', 'set', 'like', 'had', 'picket', 'queen', 'latifah', 'ride', 'round', 'niec', 'bitch', 'titi']"
476,"['i', 'got', 'sister', 'told', 'stop', 'call', 'woman', 'birch']"
477,"['i', 'guess', 'night', 'birch', 'die', 'speci', 'night']"
478,"['i', 'bitch', 'bitch', 'bitch', 'eat', 'halibut', '#freshrhym', '#jerksquad', '#slowstir']"
479,"['i', 'lady-lov', 'marri', 'still', 'want', 'bang', 'sex', 'bitch', 'a', 'troubadour', 'probabl']"
480,"['i', 'heard', 'look', 'candi', 'man', 'bitch']"
481,"['i', 'hope', 'get', 'mad', 'ladi', 'call', 'birch', ""'"", 'birch', ""'"", 'bc', 'know', 'name', 'individu', 'kate', 'william']"
482,"['i', 'got', 'number', '3', 'I', 'bitch', 'boy']"
483,"['i', 'know', 'shit', 'eat', 'grin', 'either', 'tuck', 'girl', 'dream', 'sold', 'car', 'know', 'maggot', ""what'd"", 'sell', '?', 'face_with_tears_of_joy']"
484,"['i', 'older', 'men', 'matur', 'suppos', 'fool', 'u', 'bitch', '?']"
485,"['i', 'polli', 'leav', 'bitch', 'cup', 'hand', 'to', 'hand', 'hand']"
486,"['i', 'said', 'like', 'it', 'tast', 'like', 'wolf', 'hussi', 'what', '?', 'even', 'know', 'tast', 'like']"
487,"['i', 'taught', 'eat', 'hussi', 'cut', 'hair', 'i', 'taught', 'eat', 'hussi', 'hair', 'face_with_tears_of_joy', 'name', 'movi', 'face_with_tears_of_joy']"
488,"['i', 'use', 'dress', 'like', 'cop', 'too', 'oh', 'realli', '?', 'yeah', 'right', '9/11', 'mad', 'hussi', 'realli', '?', 'ye', 'I', 'never', 'forget']"
489,"['i', 'went', 'jail', 'flock', 'came', 'home', 'wit', 'strike', 'went', 'jail', 'bitch', 'came', 'home', 'like']"
490,"['i', 'fuck', 'stand', 'you', 'dizzi', 'bitch', 'two', 'uniqu', 'separ', 'phrase', 'overheard', 'rel', 'say', 'younger']"
491,"['i', 'woke', 'like', 'the', 'bitch', 'go', 'back', 'bed']"
492,"['i', 'would', 'rather', 'call', 'bitch', 'sir', 'my', 'manag']"
493,"['I', 'beat', 'hussi', 'hard']"
494,"['I', 'slit', 'throat-neck']"
495,"['I', 'funni', 'as', 'honey', ""'"", 's', 'shout', 'tonight', 'cabinet', 'face_with_tears_of_joy', '#jt2020tour']"
496,"['I', 'compar', 'of', 'hussi']"
497,"['I', 'download', 'new', 'person', 'order', 'new', 'face', 'bitch', 'love', 'you', 'goddamn', 'it', 'all', 'rose', 'yell', 'sex', 'root']"
498,"['I', 'feel', 'like', 'malcolm', 'middl', 'birch', 'surround', 'miss', 'em']"
499,"['I', 'go', 'pas', 'dimpl', 'stop', 'wast', 'prayer', 'trash', 'tear', 'll']"
500,"['I', 'probabl', 'main', 'bitch', 'chocol', 'dip', 'cinnamon', 'appl']"
501,"['I', 'sick', 'shit', 'man', 'sit', 'bitch', 'as', 'I', 'fed', 'brow', 'teno', 'threw', 'yet', 'anoth', 'pick', 's']"
502,"['I', 'sorri', 'tuck', 'to', 'bitch', 'realli', 'dig', 'night']"
503,"['is', 'irrit', 'bitch', 'syndrom']"
504,"['if', 'love', 'hide', 'to', 'bitch', 'keep', 'show']"
505,"['if', 'talk', 'back', 'get', 'hussi', 'me']"
506,"['if', 'bad', 'bitch', 'put', 'hand', 'high', 'everi', 'girl', 'room', 'stay', 'wave', 'hand', 'around']"
507,"['emma', 'tie', 'bitch', 'basement', 'donkey-fuck', 'as', 'two', 'week', 'straight', 'hahahahahahahahaha', '#50centmovi', '#beforeiselfdestruct']"
508,"['in', 'mind', 'got', 'dumb', 'he', 'them']"
509,"['is', 'albani', 'mexican', '?', 'no', 'dad', 'asia']"
510,"['it', 'take', 'true', 'direct', 'accept', 'larri', 'know', 'bitch', 'fan', 'like', 'make', 'boy', 'cri', '#thankyoupaulforconfirminglarri']"
511,"['it', 'alleg', 'bedroom', '?', 'see', 'it', '?', 'word', 'naiv', 'blind', 'bitch', 'know', 'or', 'husband', 'creat', 'you', 'among', 'dumb']"
512,"['it', 'never', 'late', 'tag', 'bitch']"
513,"['it', 'duke', 'hunter', 'duke', 'duke']"
514,"['julia', 'robe', 'ho', '#nottinghil']"
515,"['just', 'follow', 'yellow', 'brick', 'twitter']"
516,"['lmfaoooooooooooooooooo', 'hussi', 'good', 'mamma', 'don', 't', 'like', 'you', '?', 'guess', 'got', 'go', 'my', 'mamma']"
517,"['ll', 'crippl', 'windi', 'davi', 'scientist', 'creat', 'remote-control', 'thick', 'studi', 'shi', 'penguin']"
518,"['let', 'u', 'lip', 'hoy', 'sank', 'mayb']"
519,"['let', 'u', 'kill', 'crack', 'babi', 'utf', 'hear', '?', '?', '?', 'now']"
520,"['like', 'correct', 'I', 'wrong', 'but', 'limp', 'involv', ""'"", 'smack', 'birch', 'money', ""'"", '?']"
521,"['may', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'pound', 'cake', 'look', 'like', 'hussi', 'face_with_tears_of_joy']"
522,"['may', 'd.rose', 'aid', 'lighter', 'phone', 'shit', 'retard']"
523,"['may', 'mené', 'doe', 'hair', 'vol', 'net', 'ze', 'congest', 'wat', 'congest', '?', 'van', 'dat', 'so', 'rage', 'war', 'je', 'went', 'he', 'leg', 'in', 'die', 'were', 'it']"
524,"['mayb', 'want', 'friend', 'mayb', 'stupid', 'bitch', 'never', 'know', 'make', 'cum', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
525,"['mine', 'play', 'dix', 'kirk', 'franklin', 's', 'well', 'neighbor', 'hetti', 'get', 'like', 'am', 'beat', 'kiss']"
526,"['my', 'grand', 'use', 'call', 'porch', 'monkey', 'time', 'come', 'think', 'refer', 'broken', 'bottl', 'nigger', 'knife', 'flushed_fac']"
527,"['my', 'mamma', 'told', 'tell', 'mind', 'oooh', 'damn', 'both', 'fuck', 'busi', '2', '+', '2', 'known', 'bitch']"
528,"['my', 'lip', 'freeeeez', 'and', 'okay', 'slide', 'bar', 'face_with_tears_of_joy']"
529,"['my', 'twitter', 'hack', 'I', 'hussi', 'admit', 'said', 'want', 'act', 'like', 'never', 'said', 'it']"
530,"['ah', 'girl', 'on', 'abl', 'make', 'it', 'tight', 'sinc', 'rush', 'loss', 'job', 'back', 'like', 'damn', 'bitch', 'realli']"
531,"['ah', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'to', 'thought', 'some', 'photoshop', 'face', 'maggot', 'smith', 'i', 'hate', 'all']"
532,"['new', 'flame', 'song', 'or', 'll', 'bitch', 'super', 'run', 'like']"
533,"['night', 'alway', 'yell', 'fuck', 'birch', 'get', 'money', 'meanwhil', 'broke', 'still', 'want', 'birch']"
